HOG	OG	Gene Tree Parent Clade	Aq	Ga	GaY	Gw	GwY	Pp
N0.HOG0010294	OG0008424	n0	ApeQuad_11093.1	rna-XM_040186181.1		g21685.t1		rna-XM_037473053.2
N0.HOG0010295	OG0008425	n0	ApeQuad_11094.1	rna-XM_040186179.1		g21684.t1		rna-XM_037473158.2
N0.HOG0010296	OG0008426	n0	ApeQuad_11095.1	rna-XM_040186150.1		g21683.t1		rna-XM_037470864.2
N0.HOG0010297	OG0008427	n0	ApeQuad_11096.1	rna-XM_040186178.1		g21681.t1		rna-XM_037470873.2
N0.HOG0010298	OG0008428	n0	ApeQuad_11098.1	rna-XM_040186180.1		g21679.t1		rna-XM_037471299.2
N0.HOG0010299	OG0008429	n0	ApeQuad_11099.1	rna-XM_040186158.1		g21677.t2		rna-XM_037471297.2
N0.HOG0010300	OG0008430	n0	ApeQuad_11102.2	rna-XM_040186250.1		g21675.t1		rna-XM_037471359.2
N0.HOG0010301	OG0008431	n0	ApeQuad_11103.1	rna-XM_040186248.1		g21674.t1		rna-XM_037471361.2
N0.HOG0010302	OG0008432	n0	ApeQuad_11104.1	rna-XM_040186247.1		g21673.t1		rna-XM_037472791.2
N0.HOG0010303	OG0008433	n0	ApeQuad_11105.1	rna-XM_040187180.1		g21672.t1		rna-XM_037472794.2
N0.HOG0010304	OG0008434	n0	ApeQuad_11106.1	rna-XM_040187178.1		g21671.t1		rna-XM_037473102.2
N0.HOG0010305	OG0008435	n0	ApeQuad_11108.1	rna-XM_040187170.1		g21670.t1		rna-XM_037472828.2
N0.HOG0010306	OG0008436	n0	ApeQuad_11109.1	rna-XM_040187497.1		g21669.t1		rna-XM_062564483.1
N0.HOG0010307	OG0008437	n0	ApeQuad_11110.1	rna-XM_040187496.1		g21668.t1		rna-XM_037472854.2
N0.HOG0010308	OG0008438	n0	ApeQuad_11111.1	rna-XM_040187683.1		g21667.t1		rna-XM_037472611.2
N0.HOG0010309	OG0008439	n0	ApeQuad_11112.2	rna-XM_040186763.1		g21666.t2		rna-XM_037473135.2
N0.HOG0010310	OG0008440	n0	ApeQuad_11114.1	rna-XM_040186766.1		g21665.t1		rna-XM_037473137.2
N0.HOG0010311	OG0008441	n0	ApeQuad_11116.7	rna-XM_040187023.1		g21663.t1		rna-XM_037473132.2
N0.HOG0010312	OG0008442	n0	ApeQuad_11117.1	rna-XM_040187368.1		g21662.t1		rna-XM_037473109.2
N0.HOG0010313	OG0008443	n0	ApeQuad_11118.1	rna-XM_040185615.1		g21660.t1		rna-XM_037472258.2
N0.HOG0010314	OG0008444	n0	ApeQuad_11121.1	rna-XM_040185619.1		g21659.t1		rna-XM_037472261.2
N0.HOG0010315	OG0008445	n0	ApeQuad_11122.2	rna-XM_040185613.1		g21658.t1		rna-XM_037472262.2
N0.HOG0010316	OG0008446	n0	ApeQuad_11123.3	rna-XM_040185610.1		g21656.t1		rna-XM_062564687.1
N0.HOG0010317	OG0008447	n0	ApeQuad_11126.1	rna-XM_040186533.1		g21655.t1		rna-XM_037471233.2
N0.HOG0010318	OG0008448	n0	ApeQuad_11127.1	rna-XM_040186532.1		g21654.t1		rna-XM_037471230.2
N0.HOG0010319	OG0008449	n0	ApeQuad_11128.1	rna-XM_040186531.1		g21653.t1		rna-XM_037471225.2
N0.HOG0010320	OG0008450	n0	ApeQuad_11130.1	rna-XM_040187417.1		g21190.t1		rna-XM_037470902.2
N0.HOG0010321	OG0008451	n0	ApeQuad_11131.2	rna-XM_040187400.1		g21191.t1		rna-XM_037473204.2
N0.HOG0010322	OG0008452	n0	ApeQuad_11133.1	rna-XM_040187399.1		g21192.t1		rna-XM_062564353.1
N0.HOG0010323	OG0008453	n0	ApeQuad_11134.1	rna-XM_040187419.1		g21193.t1		rna-XM_062564620.1
N0.HOG0010324	OG0008454	n0	ApeQuad_11135.2	rna-XM_040187427.1		g21194.t1		rna-XM_037471338.2
N0.HOG0010325	OG0008455	n0	ApeQuad_11137.10	rna-XM_040187404.1		g21195.t1		rna-XM_037470858.2
N0.HOG0010326	OG0008456	n0	ApeQuad_11141.2	rna-XM_040187424.1		g21199.t3		rna-XM_037472999.2
N0.HOG0010327	OG0008457	n0	ApeQuad_11142.1	rna-XM_040187126.1		g21200.t1		rna-XM_037472849.2
N0.HOG0010328	OG0008458	n0	ApeQuad_11143.1	rna-XM_040186577.1		g21201.t1		rna-XM_037472822.2
N0.HOG0010329	OG0008459	n0	ApeQuad_11144.1	rna-XM_040186576.1		g21202.t1		rna-XM_037472821.2
N0.HOG0010330	OG0008460	n0	ApeQuad_11145.1	rna-XM_040186582.1		g21203.t1		rna-XM_037472257.2
N0.HOG0010331	OG0008461	n0	ApeQuad_11146.2	rna-XM_040186571.1		g21204.t2		rna-XM_037472254.2
N0.HOG0010332	OG0008462	n0	ApeQuad_11148.3	rna-XM_040186575.1		g21206.t1		rna-XM_037472255.2
N0.HOG0010333	OG0008463	n0	ApeQuad_11151.3	rna-XM_040186243.1		g21208.t1		rna-XM_037473282.2
N0.HOG0010334	OG0008464	n0	ApeQuad_11152.1	rna-XM_040186246.1		g21209.t1		rna-XM_037473286.2
N0.HOG0010335	OG0008465	n0	ApeQuad_11153.1	rna-XM_040186242.1		g21210.t1		rna-XM_037473280.2
N0.HOG0010336	OG0008466	n0	ApeQuad_11154.1	rna-XM_040186239.1		g21211.t1		rna-XM_037473278.2
N0.HOG0010337	OG0008467	n0	ApeQuad_11156.1	rna-XM_040187075.1		g21212.t1		rna-XM_037472329.2
N0.HOG0010338	OG0008468	n0	ApeQuad_11157.1	rna-XM_040187011.1		g21213.t1		rna-XM_037472330.2
N0.HOG0010339	OG0008469	n0	ApeQuad_11161.1	rna-XM_040186018.1		g21215.t1		rna-XM_037472692.2
N0.HOG0010340	OG0008470	n0	ApeQuad_11162.1	rna-XM_040186020.1		g21216.t1		rna-XM_062564584.1
N0.HOG0010341	OG0008471	n0	ApeQuad_11163.1	rna-XM_040186009.1		g21217.t1		rna-XM_037470961.2
N0.HOG0010342	OG0008472	n0	ApeQuad_11164.1	rna-XM_040186016.1		g21218.t1		rna-XM_037470968.2
N0.HOG0010343	OG0008473	n0	ApeQuad_11165.1	rna-XM_040187594.1		g21219.t1		rna-XM_037472561.2
N0.HOG0010344	OG0008474	n0	ApeQuad_11166.1	rna-XM_040185955.1		g21220.t1		rna-XM_037472597.2
N0.HOG0010345	OG0008475	n0	ApeQuad_11167.1	rna-XM_040185954.1		g21221.t1		rna-XM_037471117.2
N0.HOG0010346	OG0008476	n0	ApeQuad_11173.1	rna-XM_040187564.1		g21224.t1		rna-XM_037470980.2
N0.HOG0010347	OG0008477	n0	ApeQuad_11176.1	rna-XM_040187560.1		g21226.t1		rna-XM_037470975.2
N0.HOG0010348	OG0008478	n0	ApeQuad_11178.2	rna-XM_040187562.1		g21227.t1		rna-XM_037470976.2
N0.HOG0010349	OG0008479	n0	ApeQuad_11179.1	rna-XM_040187571.1		g21228.t1		rna-XM_037470983.2
N0.HOG0010350	OG0008480	n0	ApeQuad_11181.1	rna-XM_040187008.1		g21231.t1		rna-XM_037471425.2
N0.HOG0010351	OG0008481	n0	ApeQuad_11185.1	rna-XM_040185605.1		g21236.t1		rna-XM_037471487.2
N0.HOG0010352	OG0008482	n0	ApeQuad_11187.2	rna-XM_040187378.1		g21238.t1		rna-XM_062564651.1
N0.HOG0010353	OG0008483	n0	ApeQuad_11189.1	rna-XM_040187063.1		g21239.t1		rna-XM_037472239.2
N0.HOG0010354	OG0008484	n0	ApeQuad_11190.1	rna-XM_040187686.1		g21240.t1		rna-XM_062564750.1
N0.HOG0010355	OG0008485	n0	ApeQuad_11194.1	rna-XM_040187672.1		g21242.t1		rna-XM_037472238.2
N0.HOG0010356	OG0008486	n0	ApeQuad_11195.1	rna-XM_040186588.1		g21243.t1		rna-XM_037472444.2
N0.HOG0010357	OG0008487	n0	ApeQuad_11196.1	rna-XM_040186584.1		g21244.t1		rna-XM_062564413.1
N0.HOG0010358	OG0008488	n0	ApeQuad_11197.1	rna-XM_040186585.1		g21245.t1		rna-XM_037472434.2
N0.HOG0010359	OG0008489	n0	ApeQuad_11198.1	rna-XM_040186589.1		g21246.t1		rna-XM_037472859.2
N0.HOG0010360	OG0008490	n0	ApeQuad_11200.1	rna-XM_040187007.1		g21247.t1		rna-XM_037472857.2
N0.HOG0010361	OG0008491	n0	ApeQuad_11202.1	rna-XM_040187002.1		g21250.t1		rna-XM_037473151.2
N0.HOG0010362	OG0008492	n0	ApeQuad_11206.1	rna-NM_001267644.1		g21253.t2		rna-XM_037470907.2
N0.HOG0010363	OG0008493	n0	ApeQuad_11207.1	rna-XM_040185907.1		g21254.t1		rna-XM_037470911.2
N0.HOG0010364	OG0008494	n0	ApeQuad_11208.4	rna-XM_040185851.1		g21255.t1		rna-XM_037471024.2
N0.HOG0010365	OG0008495	n0	ApeQuad_11210.1	rna-XM_040185900.1		g21257.t1		rna-XM_037471030.2
N0.HOG0010366	OG0008496	n0	ApeQuad_11212.1	rna-XM_040185864.1		g21258.t1		rna-XM_037471023.2
N0.HOG0010367	OG0008497	n0	ApeQuad_11214.1	rna-XM_040185923.1		g21260.t1		rna-XM_037473029.2
N0.HOG0010368	OG0008498	n0	ApeQuad_11215.1	rna-XM_040185840.1		g21261.t1		rna-XM_037473025.2
N0.HOG0010369	OG0008499	n0	ApeQuad_11218.2	rna-XM_040185867.1		g21265.t2		rna-XM_037473027.2
N0.HOG0010370	OG0008500	n0	ApeQuad_11219.1	rna-XM_040185755.1		g21266.t1		rna-XM_037473022.2
N0.HOG0010371	OG0008501	n0	ApeQuad_11221.3	rna-XM_040185758.1		g21267.t1		rna-XM_037470989.2
N0.HOG0010372	OG0008502	n0	ApeQuad_11222.2	rna-XM_040186998.1		g21268.t1		rna-XM_037470992.2
N0.HOG0010373	OG0008503	n0	ApeQuad_11223.2	rna-XM_040185871.1		g21269.t1		rna-XM_037470990.2
N0.HOG0010374	OG0008504	n0	ApeQuad_11225.1	rna-XM_040185932.1		g21271.t1		rna-XM_037472733.2
N0.HOG0010375	OG0008505	n0	ApeQuad_11226.3	rna-XM_040185792.1		g21272.t2		rna-XM_037472731.2
N0.HOG0010376	OG0008506	n0	ApeQuad_11227.2	rna-XM_040185810.1		g21273.t1		rna-XM_037472987.2
N0.HOG0010377	OG0008507	n0	ApeQuad_11228.1	rna-XM_040185805.1		g21274.t1		rna-XM_062564604.1
N0.HOG0010378	OG0008508	n0	ApeQuad_11229.1	rna-XM_040185844.1		g21275.t2		rna-XM_037473088.2
N0.HOG0010379	OG0008509	n0	ApeQuad_11230.1	rna-XM_040185937.1		g21276.t1		rna-XM_037473090.2
N0.HOG0010380	OG0008510	n0	ApeQuad_11231.1	rna-XM_040185941.1		g21277.t1		rna-XM_037473091.2
N0.HOG0010381	OG0008511	n0	ApeQuad_11232.1	rna-XM_040185883.1		g21278.t1		rna-XM_037473089.2
N0.HOG0010382	OG0008512	n0	ApeQuad_11233.2	rna-XM_040185775.1		g21279.t2		rna-XM_037471272.2
N0.HOG0010383	OG0008513	n0	ApeQuad_11234.3	rna-XM_040185825.1		g21281.t1		rna-XM_037471273.2
N0.HOG0010384	OG0008514	n0	ApeQuad_11235.1	rna-XM_040185906.1		g21282.t1		rna-XM_037471279.2
N0.HOG0010385	OG0008515	n0	ApeQuad_11236.3	rna-XM_040185857.1		g21283.t1		rna-XM_037471277.2
N0.HOG0010386	OG0008516	n0	ApeQuad_11237.2, ApeQuad_11238.1	rna-XM_040185771.1				rna-XM_062564360.1
N0.HOG0010387	OG0008517	n0	ApeQuad_11240.1	rna-XM_040185833.1		g21286.t1		rna-XM_062564423.1
N0.HOG0010388	OG0008518	n0	ApeQuad_11241.1	rna-XM_040185940.1		g21287.t1		rna-XM_037472456.2
N0.HOG0010389	OG0008519	n0	ApeQuad_11242.1	rna-XM_040185882.1		g21288.t1		rna-XM_037472453.2
N0.HOG0010390	OG0008520	n0	ApeQuad_11244.1	rna-XM_040185876.1		g21290.t1		rna-XM_037472725.2
N0.HOG0010391	OG0008521	n0	ApeQuad_11245.1	rna-XM_040185767.1		g21291.t1		rna-XM_062564519.1
N0.HOG0010392	OG0008522	n0	ApeQuad_11247.1	rna-XM_040185930.1		g21292.t1		rna-XM_037472351.2
N0.HOG0010393	OG0008523	n0	ApeQuad_11249.1	rna-XM_040185895.1		g21294.t1		rna-XM_037470877.2
N0.HOG0010394	OG0008524	n0	ApeQuad_11250.2	rna-XM_040185815.1		g21295.t1		rna-XM_037472878.2
N0.HOG0010395	OG0008525	n0	ApeQuad_11252.1	rna-XM_040185786.1		g21297.t1		rna-XM_037472785.2
N0.HOG0010396	OG0008526	n0	ApeQuad_11253.2	rna-XM_040185803.1		g21298.t1		rna-XM_037472962.2
N0.HOG0010397	OG0008527	n0	ApeQuad_11254.2	rna-XM_040185846.1		g21299.t1		rna-XM_062564607.1
N0.HOG0010398	OG0008528	n0	ApeQuad_11255.1	rna-XM_040185836.1		g21300.t2		rna-XM_037472281.2
N0.HOG0010399	OG0008529	n0	ApeQuad_11256.1	rna-XM_040185904.1		g21301.t1		rna-XM_037472282.2
N0.HOG0010400	OG0008530	n0	ApeQuad_11257.1	rna-XM_040185905.1		g21302.t1		rna-XM_037472283.2
N0.HOG0010401	OG0008531	n0	ApeQuad_11258.1	rna-XM_040185897.1		g21303.t1		rna-XM_037472969.2
N0.HOG0010402	OG0008532	n0	ApeQuad_11259.2	rna-XM_040186760.1		g21387.t1		rna-XM_037472549.2
N0.HOG0010403	OG0008533	n0	ApeQuad_11260.1	rna-XM_040186759.1		g21386.t1		rna-XM_037472548.2
N0.HOG0010404	OG0008534	n0	ApeQuad_11261.1	rna-XM_040186228.1		g21385.t2		rna-XM_037471238.2
N0.HOG0010405	OG0008535	n0	ApeQuad_11266.1	rna-XM_040185848.1		g21309.t1		rna-XM_037471597.2
N0.HOG0010406	OG0008536	n0	ApeQuad_11267.1	rna-XM_040185894.1		g21310.t1		rna-XM_037471661.2
N0.HOG0010407	OG0008537	n0	ApeQuad_11268.1	rna-XM_040185886.1		g21311.t1		rna-XM_037471623.2
N0.HOG0010408	OG0008538	n0	ApeQuad_11269.1	rna-XM_040185813.1		g21312.t1		rna-XM_037471585.2
N0.HOG0010409	OG0008539	n0	ApeQuad_11271.1	rna-XM_040185889.1		g21314.t1		rna-XM_037471628.2
N0.HOG0010410	OG0008540	n0	ApeQuad_11272.1	rna-XM_040185922.1		g21315.t1		rna-XM_037471645.2
N0.HOG0010411	OG0008541	n0	ApeQuad_11273.1	rna-XM_040185797.1		g21316.t2		rna-XM_037471572.2
N0.HOG0010412	OG0008542	n0	ApeQuad_11276.1	rna-XM_040185880.1		g21317.t1		rna-XM_037471616.2
N0.HOG0010413	OG0008543	n0	ApeQuad_11277.1	rna-XM_040185782.1		g21318.t2		rna-XM_037471566.2
N0.HOG0010414	OG0008544	n0	ApeQuad_11278.1	rna-XM_040185891.1		g21319.t1		rna-XM_037471624.2
N0.HOG0010415	OG0008545	n0	ApeQuad_11285.1	rna-XM_040185801.1		g21325.t1		rna-XM_062564595.1
N0.HOG0010416	OG0008546	n0	ApeQuad_11286.1	rna-XM_040185814.1		g21326.t2		rna-XM_037471586.2
N0.HOG0010417	OG0008547	n0	ApeQuad_11287.1	rna-XM_040185872.1		g21327.t1		rna-XM_037471611.2
N0.HOG0010418	OG0008548	n0	ApeQuad_11288.1	rna-XM_040185881.1		g21328.t1		rna-XM_037471622.2
N0.HOG0010419	OG0008549	n0	ApeQuad_11289.1	rna-XM_040185908.1		g21329.t1		rna-XM_037471638.2
N0.HOG0010420	OG0008550	n0	ApeQuad_11290.1	rna-XM_040185778.1		g21330.t2		rna-XM_037471561.2
N0.HOG0010421	OG0008551	n0	ApeQuad_11291.1	rna-XM_040185809.1		g21331.t1		rna-XM_037471581.2
N0.HOG0010422	OG0008552	n0	ApeQuad_11294.1	rna-XM_040185918.1		g21334.t1		rna-XM_037471643.2
N0.HOG0010423	OG0008553	n0	ApeQuad_11295.1	rna-XM_040185921.1		g21335.t1		rna-XM_037471644.2
N0.HOG0010424	OG0008554	n0	ApeQuad_11296.2	rna-XM_040185761.1		g21336.t1		rna-XM_037471549.2
N0.HOG0010425	OG0008555	n0	ApeQuad_11298.1	rna-XM_040185879.1		g21337.t2		rna-XM_037471615.2
N0.HOG0010426	OG0008556	n0	ApeQuad_11299.1	rna-XM_040185884.1		g21338.t1		rna-XM_037471627.2
N0.HOG0010427	OG0008557	n0	ApeQuad_11301.1	rna-XM_040185939.1		g21344.t2		rna-XM_037471651.2
N0.HOG0010428	OG0008558	n0	ApeQuad_11302.1	rna-XM_040185938.1		g21340.t2		rna-XM_037471649.2
N0.HOG0010429	OG0008559	n0	ApeQuad_11305.1	rna-XM_040185913.1		g21342.t1		rna-XM_037471640.2
N0.HOG0010430	OG0008560	n0	ApeQuad_11306.2	rna-XM_040185804.1		g21343.t2		rna-XM_062564540.1
N0.HOG0010431	OG0008561	n0	ApeQuad_11308.1	rna-XM_040185777.1		g21345.t1		rna-XM_037471357.2
N0.HOG0010432	OG0008562	n0	ApeQuad_11310.1	rna-XM_040186501.1		g21346.t1		rna-XM_037470920.2
N0.HOG0010433	OG0008563	n0	ApeQuad_11311.1	rna-XM_040186502.1		g21347.t1		rna-XM_037470925.2
N0.HOG0010434	OG0008564	n0	ApeQuad_11312.1	rna-XM_040187628.1		g21348.t1		rna-XM_062564638.1
N0.HOG0010435	OG0008565	n0	ApeQuad_11313.1	rna-XM_040187629.1		g21349.t1		rna-XM_037472710.2
N0.HOG0010436	OG0008566	n0	ApeQuad_11315.1	rna-XM_040187361.1		g21351.t2		rna-XM_037472317.2
N0.HOG0010437	OG0008567	n0	ApeQuad_11319.1	rna-XM_040186673.1		g21352.t1		rna-XM_037472572.2
N0.HOG0010438	OG0008568	n0	ApeQuad_11322.1	rna-XM_040186691.1		g21353.t1		rna-XM_062564535.1
N0.HOG0010439	OG0008569	n0	ApeQuad_11323.1	rna-XM_040186695.1		g21354.t1		rna-XM_037473273.2
N0.HOG0010440	OG0008570	n0	ApeQuad_11324.4	rna-XM_040186461.1		g21355.t1		rna-XM_037472837.2
N0.HOG0010441	OG0008571	n0	ApeQuad_11325.1	rna-XM_040186474.1		g21356.t1		rna-XM_037473079.2
N0.HOG0010442	OG0008572	n0	ApeQuad_11329.1	rna-XM_040186022.1		g21358.t1		rna-XM_037473256.2
N0.HOG0010443	OG0008573	n0	ApeQuad_11330.1	rna-XM_040186026.1		g21359.t1		rna-XM_062564548.1
N0.HOG0010444	OG0008574	n0	ApeQuad_11332.1	rna-XM_040186549.1		g21362.t1		rna-XM_037473253.2
N0.HOG0010445	OG0008575	n0	ApeQuad_11333.1	rna-XM_040186556.1		g21363.t1		rna-XM_037471264.2
N0.HOG0010446	OG0008576	n0	ApeQuad_11335.2	rna-XM_040186547.1		g21365.t1		rna-XM_037471260.2
N0.HOG0010447	OG0008577	n0	ApeQuad_11336.1	rna-XM_040186557.1		g21366.t1		rna-XM_037471269.2
N0.HOG0010448	OG0008578	n0	ApeQuad_11337.2	rna-XM_040186625.1		g21367.t1		rna-XM_037471267.2
N0.HOG0010449	OG0008579	n0	ApeQuad_11338.2	rna-XM_040186623.1		g21368.t1		rna-XM_037471262.2
N0.HOG0010450	OG0008580	n0	ApeQuad_11339.1	rna-XM_040186628.1		g21369.t1		rna-XM_037471270.2
N0.HOG0010451	OG0008581	n0	ApeQuad_11340.1	rna-XM_040187698.1		g21370.t1		rna-XM_037472551.2
N0.HOG0010452	OG0008582	n0	ApeQuad_11342.1	rna-XM_040187671.1		g21371.t1		rna-XM_037473205.2
N0.HOG0010453	OG0008583	n0	ApeQuad_11343.1	rna-XM_040187670.1		g21372.t1		rna-XM_037472567.2
N0.HOG0010454	OG0008584	n0	ApeQuad_11344.1	rna-XM_040187659.1		g21373.t1		rna-XM_037470827.2
N0.HOG0010455	OG0008585	n0	ApeQuad_11345.1	rna-XM_040187582.1		g21374.t2		rna-XM_037472827.2
N0.HOG0010456	OG0008586	n0	ApeQuad_11346.1	rna-XM_040187586.1		g21375.t1		rna-XM_062564477.1
N0.HOG0010457	OG0008587	n0	ApeQuad_11349.1	rna-XM_040187581.1		g21379.t1		rna-XM_037472315.2
N0.HOG0010458	OG0008588	n0	ApeQuad_11350.3	rna-XM_040187017.1		g21380.t1		rna-XM_062564361.1
N0.HOG0010459	OG0008589	n0	ApeQuad_11354.1	rna-XM_040187109.1		g21383.t1		rna-XM_037472398.2
N0.HOG0010460	OG0008590	n0	ApeQuad_11355.3	rna-XM_040185838.1		g21307.t2		rna-XM_062564385.1
N0.HOG0010461	OG0008591	n0	ApeQuad_11358.2	rna-XM_040186503.1		g21459.t1		rna-XM_037472394.2
N0.HOG0010462	OG0008592	n0	ApeQuad_11360.1	rna-XM_040186505.1		g21458.t1		rna-XM_037470809.2
N0.HOG0010463	OG0008593	n0	ApeQuad_11362.1	rna-XM_040186806.1		g21456.t1		rna-XM_037472770.2
N0.HOG0010464	OG0008594	n0	ApeQuad_11363.1	rna-XM_040186124.1		g21455.t1		rna-XM_037472927.2
N0.HOG0010465	OG0008595	n0	ApeQuad_11364.5	rna-XM_040186121.1		g21454.t1		rna-XM_037472921.2
N0.HOG0010466	OG0008596	n0	ApeQuad_11365.1	rna-XM_040186118.1		g21453.t3		rna-XM_037471664.2
N0.HOG0010467	OG0008597	n0	ApeQuad_11371.1	rna-XM_040186819.1		g21449.t1		rna-XM_062564447.1
N0.HOG0010468	OG0008598	n0	ApeQuad_11378.1	rna-XM_040187173.1		g21447.t1		rna-XM_037472587.2
N0.HOG0010469	OG0008599	n0	ApeQuad_11379.1	rna-XM_040187432.1		g21446.t1		rna-XM_062564531.1
N0.HOG0010470	OG0008600	n0	ApeQuad_11380.1	rna-XM_040187139.1		g21445.t1		rna-XM_037472759.2
N0.HOG0010471	OG0008601	n0	ApeQuad_11381.1	rna-XM_040186599.1		g21444.t1		rna-XM_037473185.2
N0.HOG0010472	OG0008602	n0	ApeQuad_11382.1	rna-XM_040186597.1		g21442.t5		rna-XM_037471509.2
N0.HOG0010473	OG0008603	n0	ApeQuad_11383.2	rna-XM_040186603.1		g21441.t2		rna-XM_037471511.2
N0.HOG0010474	OG0008604	n0	ApeQuad_11384.2	rna-XM_040186595.1		g21440.t1		rna-XM_037471149.2
N0.HOG0010475	OG0008605	n0	ApeQuad_11388.1	rna-XM_040186601.1		g21438.t2		rna-XM_037472527.2
N0.HOG0010476	OG0008606	n0	ApeQuad_11389.2	rna-XM_040186455.1		g21437.t3		rna-XM_037473169.2
N0.HOG0010477	OG0008607	n0	ApeQuad_11391.1	rna-XM_040186451.1		g21436.t1		rna-XM_062564386.1
N0.HOG0010478	OG0008608	n0	ApeQuad_11392.2	rna-XM_040186518.1		g21435.t1		rna-XM_037471497.2
N0.HOG0010479	OG0008609	n0	ApeQuad_11393.1	rna-XM_040186513.1		g21434.t1		rna-XM_037471496.2
N0.HOG0010480	OG0008610	n0	ApeQuad_11394.4	rna-XM_040186511.1		g21433.t1		rna-XM_037471493.2
N0.HOG0010481	OG0008611	n0	ApeQuad_11395.2	rna-XM_040186351.1		g21430.t1		rna-XM_037471207.2
N0.HOG0010482	OG0008612	n0	ApeQuad_11396.2	rna-XM_040187013.1		g21429.t1		rna-XM_037472895.2
N0.HOG0010483	OG0008613	n0	ApeQuad_11397.1	rna-XM_040186411.1		g21428.t1		rna-XM_037472897.2
N0.HOG0010484	OG0008614	n0	ApeQuad_11398.1	rna-XM_040186407.1		g21427.t1		rna-XM_037473031.2
N0.HOG0010485	OG0008615	n0	ApeQuad_11400.1	rna-XM_040186410.1		g21426.t1		rna-XM_037472565.2
N0.HOG0010486	OG0008616	n0	ApeQuad_11402.1	rna-XM_040187590.1		g21424.t2		rna-XM_037473157.2
N0.HOG0010487	OG0008617	n0	ApeQuad_11404.1	rna-XM_040187107.1		g21423.t2		rna-XM_037473072.2
N0.HOG0010488	OG0008618	n0	ApeQuad_11407.1	rna-XM_040186191.1		g21420.t1		rna-XM_037471552.2
N0.HOG0010489	OG0008619	n0	ApeQuad_11408.1	rna-XM_040186770.1		g21419.t1		rna-XM_037471591.2
N0.HOG0010490	OG0008620	n0	ApeQuad_11410.1	rna-XM_040187129.1		g21416.t2		rna-XM_037471554.2
N0.HOG0010491	OG0008621	n0	ApeQuad_11412.1	rna-XM_040186610.1		g21414.t1		rna-XM_062564702.1
N0.HOG0010492	OG0008622	n0	ApeQuad_11418.1	rna-XM_040186965.1		g21401.t1		rna-XM_037471605.2
N0.HOG0010493	OG0008623	n0	ApeQuad_11419.1	rna-XM_040186964.1		g21400.t1		rna-XM_037471573.2
N0.HOG0010494	OG0008624	n0	ApeQuad_11421.1	rna-XM_040187143.1		g21398.t1		rna-XM_037471603.2
N0.HOG0010495	OG0008625	n0	ApeQuad_11422.1	rna-XM_040187578.1		g21396.t2		rna-XM_037471578.2
N0.HOG0010496	OG0008626	n0	ApeQuad_11424.1	rna-XM_040187665.1		g21395.t1		rna-XM_037471636.2
N0.HOG0010497	OG0008627	n0	ApeQuad_11425.1	rna-XM_040187664.1		g21394.t1		rna-XM_037471633.2
N0.HOG0010498	OG0008628	n0	ApeQuad_11426.1	rna-XM_040186221.1		g21393.t1		rna-XM_037471608.2
N0.HOG0010499	OG0008629	n0	ApeQuad_11427.1	rna-XM_040186222.1		g21392.t2		rna-XM_037472529.2
N0.HOG0010500	OG0008630	n0	ApeQuad_11428.2	rna-XM_040186216.1		g21391.t1		rna-XM_037472528.2
N0.HOG0010501	OG0008631	n0	ApeQuad_11429.1	rna-XM_040186213.1		g21390.t2		rna-XM_062564372.1
N0.HOG0010502	OG0008632	n0	ApeQuad_11430.10	rna-XM_040186204.1		g21389.t2		rna-XM_062564765.1
N0.HOG0010503	OG0008633	n0	ApeQuad_11434.1	rna-XM_040187501.1		g21464.t1		rna-XM_037473120.2
N0.HOG0010504	OG0008634	n0	ApeQuad_11436.1	rna-XM_040186235.1		g21466.t1		rna-XM_037471005.2
N0.HOG0010505	OG0008635	n0	ApeQuad_11437.8	rna-XM_040187157.1		g21467.t2		rna-XM_062564611.1
N0.HOG0010506	OG0008636	n0	ApeQuad_11438.1	rna-XM_040186541.1		g21468.t1		rna-XM_037471499.2
N0.HOG0010507	OG0008637	n0	ApeQuad_11439.1	rna-XM_040187491.1		g21469.t1		rna-XM_037471501.2
N0.HOG0010508	OG0008638	n0	ApeQuad_11440.1	rna-XM_040187495.1		g21470.t1		rna-XM_037472547.2
N0.HOG0010509	OG0008639	n0	ApeQuad_11442.1	rna-XM_040187490.1		g21473.t2		rna-XM_037471513.2
N0.HOG0010510	OG0008640	n0	ApeQuad_11443.2	rna-XM_040187441.1		g21474.t1		rna-XM_037471512.2
N0.HOG0010511	OG0008641	n0	ApeQuad_11444.1	rna-XM_040187485.1		g21475.t1		rna-XM_037470808.2
N0.HOG0010512	OG0008642	n0	ApeQuad_11445.1	rna-XM_040187434.1		g21476.t2		rna-XM_037472445.2
N0.HOG0010513	OG0008643	n0	ApeQuad_11446.3	rna-XM_040187436.1		g21477.t2		rna-XM_062564640.1
N0.HOG0010514	OG0008644	n0	ApeQuad_11447.1	rna-XM_040187487.1		g21478.t1		rna-XM_037472607.2
N0.HOG0010515	OG0008645	n0	ApeQuad_11448.2	rna-XM_040187438.1		g21479.t1		rna-XM_037472605.2
N0.HOG0010516	OG0008646	n0	ApeQuad_11452.1	rna-XM_040187480.1		g21482.t1		rna-XM_037473243.2
N0.HOG0010517	OG0008647	n0	ApeQuad_11453.1	rna-XM_040187473.1		g21483.t1		rna-XM_037473242.2
N0.HOG0010518	OG0008648	n0	ApeQuad_11455.1	rna-XM_040187489.1		g21484.t1		rna-XM_037473246.2
