external_gene_name	ensembl_gene_id	gene_biotype	chrom_HG37	chrom_start_HG37	chrom_end_HG37	HI	percentile	PLs
LUZP4	ENSG00000102021	protein_coding	chrX	114524293	114542121	0.000404323	98.92%	0/255/0
LXN	ENSG00000079257	protein_coding	chr3	158363611	158390482	0.670735572	9.36%	255/0/0
LY6D	ENSG00000167656	protein_coding	chr8	143866296	143868008	0.001726302	91.76%	0/255/0
LY6E	ENSG00000160932	protein_coding	chr8	144099399	144105249	0.007430775	83.11%	25/230/0
LY6E	ENSG00000278032	protein_coding	chr8	144099399	144105249	0.007430775	83.11%	25/230/0
LY6G5B	ENSG00000244672	protein_coding	chr6	31637944	31641553	0.007650031	82.9%	25/230/0
LY6G5B	ENSG00000241132	protein_coding	chr6	31637944	31641553	0.007650031	82.9%	25/230/0
LY6G5B	ENSG00000241713	protein_coding	chr6	31637944	31641553	0.007650031	82.9%	25/230/0
LY6G5B	ENSG00000239285	protein_coding	chr6	31637944	31641553	0.007650031	82.9%	25/230/0
LY6G5B	ENSG00000240433	protein_coding	chr6	31637944	31641553	0.007650031	82.9%	25/230/0
LY6G5B	ENSG00000239497	protein_coding	chr6	31637944	31641553	0.007650031	82.9%	25/230/0
LY6G5B	ENSG00000240053	protein_coding	chr6	31637944	31641553	0.007650031	82.9%	25/230/0
LY6G5C	ENSG00000111971	protein_coding	chr6	31644461	31651817	0.004263279	86.66%	25/230/0
LY6G5C	ENSG00000204428	protein_coding	chr6	31644461	31651817	0.004263279	86.66%	25/230/0
LY6G5C	ENSG00000226404	protein_coding	chr6	31644461	31651817	0.004263279	86.66%	25/230/0
LY6G5C	ENSG00000228883	protein_coding	chr6	31644461	31651817	0.004263279	86.66%	25/230/0
LY6G5C	ENSG00000231325	protein_coding	chr6	31644461	31651817	0.004263279	86.66%	25/230/0
LY6G5C	ENSG00000206404	protein_coding	chr6	31644461	31651817	0.004263279	86.66%	25/230/0
LY6G5C	ENSG00000237495	protein_coding	chr6	31644461	31651817	0.004263279	86.66%	25/230/0
LY6G6C	ENSG00000235452	protein_coding	chr6	31686425	31689622	0.047301636	63.5%	75/180/0
LY6G6C	ENSG00000228859	protein_coding	chr6	31686425	31689622	0.047301636	63.5%	75/180/0
LY6G6C	ENSG00000236183	protein_coding	chr6	31686425	31689622	0.047301636	63.5%	75/180/0
LY6G6C	ENSG00000235925	protein_coding	chr6	31686425	31689622	0.047301636	63.5%	75/180/0
LY6G6C	ENSG00000228250	protein_coding	chr6	31686425	31689622	0.047301636	63.5%	75/180/0
LY6G6C	ENSG00000206398	protein_coding	chr6	31686425	31689622	0.047301636	63.5%	75/180/0
LY6G6C	ENSG00000204421	protein_coding	chr6	31686425	31689622	0.047301636	63.5%	75/180/0
LY6G6D	ENSG00000236902	protein_coding	chr6	31683133	31685581	0.010285529	80.65%	25/230/0
LY6G6D	ENSG00000206402	protein_coding	chr6	31683133	31685581	0.010285529	80.65%	25/230/0
LY6G6D	ENSG00000225993	protein_coding	chr6	31683133	31685581	0.010285529	80.65%	25/230/0
LY6G6D	ENSG00000234443	protein_coding	chr6	31683133	31685581	0.010285529	80.65%	25/230/0
LY6G6D	ENSG00000226603	protein_coding	chr6	31683133	31685581	0.010285529	80.65%	25/230/0
LY6G6D	ENSG00000235302	protein_coding	chr6	31683133	31685581	0.010285529	80.65%	25/230/0
LY6G6D	ENSG00000244355	protein_coding	chr6	31683133	31685581	0.010285529	80.65%	25/230/0
LY6G6E	ENSG00000224708	protein_coding	chr6	31679548	31681842	0.006252578	84.35%	25/230/0
LY6G6E	ENSG00000237482	protein_coding	chr6	31679548	31681842	0.006252578	84.35%	25/230/0
LY6G6E	ENSG00000226187	protein_coding	chr6	31679548	31681842	0.006252578	84.35%	25/230/0
LY6G6E	ENSG00000236210	protein_coding	chr6	31679548	31681842	0.006252578	84.35%	25/230/0
LY6G6E	ENSG00000206401	protein_coding	chr6	31679548	31681842	0.006252578	84.35%	25/230/0
LY6G6E	ENSG00000235769	protein_coding	chr6	31679548	31681842	0.006252578	84.35%	25/230/0
LY6G6F	ENSG00000241822	protein_coding	chr6	31674640	31685581	0.019921239	74.21%	50/205/0
LY6G6F	ENSG00000204424	protein_coding	chr6	31674640	31685581	0.019921239	74.21%	50/205/0
LY6G6F	ENSG00000240008	protein_coding	chr6	31674640	31685581	0.019921239	74.21%	50/205/0
LY6G6F	ENSG00000243003	protein_coding	chr6	31674640	31685581	0.019921239	74.21%	50/205/0
LY6G6F	ENSG00000240957	protein_coding	chr6	31674640	31685581	0.019921239	74.21%	50/205/0
LY6G6F	ENSG00000239741	protein_coding	chr6	31674640	31685581	0.019921239	74.21%	50/205/0
LY6G6F	ENSG00000243804	protein_coding	chr6	31674640	31685581	0.019921239	74.21%	50/205/0
LY6H	ENSG00000176956	protein_coding	chr8	144239331	144242128	0.018791575	74.81%	50/205/0
LY6H	ENSG00000274488	protein_coding	chr8	144239331	144242128	0.018791575	74.81%	50/205/0
LY6K	ENSG00000160886	protein_coding	chr8	143781529	143786545	0.000240504	99.67%	0/255/0
LY75	ENSG00000054219	protein_coding	chr2	160628362	160761260	0.112178296	48.84%	125/130/0
LY75-CD302	ENSG00000248672	protein_coding	chr2	160628362	160761221	0.189518666	37.87%	150/105/0
LY86	ENSG00000112799	protein_coding	chr6	6588341	6655216	0.012370877	78.99%	50/205/0
LY9	ENSG00000122224	protein_coding	chr1	160765864	160798051	0.001048866	95.18%	0/255/0
LY96	ENSG00000154589	protein_coding	chr8	74903587	74941322	0.020429336	73.94%	50/205/0
LYAR	ENSG00000145220	protein_coding	chr4	4269428	4291896	0.040453021	65.63%	75/180/0
LYG1	ENSG00000144214	protein_coding	chr2	99900701	99921205	0.01273544	78.69%	50/205/0
LYG2	ENSG00000185674	protein_coding	chr2	99858709	99871745	0.018388754	75.03%	50/205/0
LYL1	ENSG00000104903	protein_coding	chr19	13209847	13213975	0.073626876	56.6%	100/155/0
LYN	ENSG00000254087	protein_coding	chr8	56792372	56923940	0.309160118	26.89%	175/80/0
LYNX1	ENSG00000180155	protein_coding	chr8	143845752	143859640	0.025477646	71.58%	50/205/0
LYPD1	ENSG00000150551	protein_coding	chr2	133402426	133429152	0.186474284	38.22%	150/105/0
LYPD2	ENSG00000197353	protein_coding	chr8	143831568	143833952	0.002871285	88.89%	25/230/0
LYPD3	ENSG00000124466	protein_coding	chr19	43964939	43969812	0.008155327	82.5%	25/230/0
LYPD4	ENSG00000273111	protein_coding	chr19	42341148	42348760	0.005066029	85.72%	25/230/0
LYPD5	ENSG00000159871	protein_coding	chr19	44300081	44331358	0.003135809	88.41%	25/230/0
LYPD6	ENSG00000187123	protein_coding	chr2	150186499	150330662	0.407569234	20.34%	175/80/0
LYPD6B	ENSG00000150556	protein_coding	chr2	149894621	150071776	0.063074322	59.08%	100/155/0
LYPD8	ENSG00000259823	protein_coding	chr1	248902716	248903150	0.000390023	99%	0/255/0
LYPLA1	ENSG00000120992	protein_coding	chr8	54958938	55014577	0.29995685	27.67%	175/80/0
LYPLA2	ENSG00000011009	protein_coding	chr1	24117460	24122029	0.265041563	30.28%	150/105/0
LYPLAL1	ENSG00000143353	protein_coding	chr1	219347186	219386207	0.093393579	52.51%	100/155/0
LYRM1	ENSG00000102897	protein_coding	chr16	20911190	20936328	0.366837217	22.97%	175/80/0
LYRM2	ENSG00000083099	protein_coding	chr6	90277863	90348472	0.143823506	43.9%	125/130/0
LYRM4	ENSG00000214113	protein_coding	chr6	5102827	5261172	0.164428136	40.98%	125/130/0
LYRM7	ENSG00000186687	protein_coding	chr5	130506503	130541119	0.245719693	31.96%	150/105/0
LYRM9	ENSG00000232859	protein_coding	chr17	26205340	26221778	0.095013652	52.12%	100/155/0
LYSMD1	ENSG00000163155	protein_coding	chr1	151132224	151138424	0.113393973	48.61%	125/130/0
LYSMD2	ENSG00000140280	protein_coding	chr15	52015208	52043782	0.078947788	55.42%	100/155/0
LYSMD3	ENSG00000176018	protein_coding	chr5	89811428	89825401	0.286705022	28.58%	175/80/0
LYSMD4	ENSG00000183060	protein_coding	chr15	100255902	100273766	0.015041445	77.1%	50/205/0
LYST	ENSG00000143669	protein_coding	chr1	235824341	236046940	0.09079876	53.08%	100/155/0
LYVE1	ENSG00000133800	protein_coding	chr11	10578513	10633236	0.151965295	42.69%	125/130/0
LYZ	ENSG00000090382	protein_coding	chr12	69742121	69748014	0.521272115	14.96%	200/55/0
LYZL1	ENSG00000120563	protein_coding	chr10	29577990	29607257	0.00822137	82.45%	25/230/0
LYZL2	ENSG00000151033	protein_coding	chr10	30900718	30918691	0.002826152	88.98%	25/230/0
LYZL4	ENSG00000157093	protein_coding	chr3	42438570	42452092	0.006860275	83.62%	25/230/0
LYZL6	ENSG00000275722	protein_coding	chr17	34261522	34266560	0.009519434	81.23%	25/230/0
LYZL6	ENSG00000277042	protein_coding	chr17	34261522	34266560	0.009519434	81.23%	25/230/0
LZIC	ENSG00000162441	protein_coding	chr1	9982173	10003465	0.407564532	20.35%	175/80/0
LZTFL1	ENSG00000163818	protein_coding	chr3	45864808	45957534	0.104893226	50.25%	100/155/0
LZTR1	ENSG00000099949	protein_coding	chr22	21333751	21353327	0.235726691	32.82%	150/105/0
LZTS1	ENSG00000061337	protein_coding	chr8	20103676	20161474	0.258249823	30.9%	150/105/0
LZTS2	ENSG00000107816	protein_coding	chr10	102756375	102767593	0.144582467	43.79%	125/130/0
M1AP	ENSG00000159374	protein_coding	chr2	74785010	74875465	0.083897879	54.45%	100/155/0
M6PR	ENSG00000003056	protein_coding	chr12	9092959	9102551	0.201059813	36.63%	150/105/0
MAB21L1	ENSG00000180660	protein_coding	chr13	36047926	36050832	0.642231388	10.38%	200/55/0
MAB21L2	ENSG00000181541	protein_coding	chr4	151503077	151505843	0.786436463	6.2%	255/0/0
MAB21L3	ENSG00000173212	protein_coding	chr1	116654376	116677861	0.011313184	79.77%	50/205/0
MACC1	ENSG00000183742	protein_coding	chr7	20174278	20257027	0.069730353	57.53%	100/155/0
MACF1	ENSG00000127603	protein_coding	chr1	39546988	39952849	0.867662396	4.28%	255/0/0
MACROD1	ENSG00000133315	protein_coding	chr11	63766030	63933578	0.060639138	59.67%	100/155/0
MACROD2	ENSG00000172264	protein_coding	chr20	13976015	16033842	0.978751843	1.49%	255/0/0
MAD1L1	ENSG00000002822	protein_coding	chr7	1855429	2272878	0.134111219	45.25%	125/130/0
MAD2L1	ENSG00000164109	protein_coding	chr4	120976763	120988229	0.724572624	7.85%	255/0/0
MAD2L1BP	ENSG00000124688	protein_coding	chr6	43597277	43608689	0.051857088	62.1%	75/180/0
MAD2L2	ENSG00000116670	protein_coding	chr1	11734537	11751707	0.816624443	5.39%	255/0/0
MADCAM1	ENSG00000099866	protein_coding	chr19	489176	505347	0.001269149	94.05%	0/255/0
MADD	ENSG00000110514	protein_coding	chr11	47290712	47351582	0.314745847	26.46%	175/80/0
MAEA	ENSG00000090316	protein_coding	chr4	1283639	1333935	0.748552303	7.13%	255/0/0
MAEL	ENSG00000143194	protein_coding	chr1	166958346	166991451	0.196062632	37.16%	150/105/0
MAF	ENSG00000178573	protein_coding	chr16	79619740	79634611	0.560781937	13.33%	200/55/0
MAF1	ENSG00000179632	protein_coding	chr8	145159402	145162514	0.094573797	52.22%	100/155/0
MAFA	ENSG00000182759	protein_coding	chr8	144501352	144512576	0.102304679	50.74%	100/155/0
MAFB	ENSG00000204103	protein_coding	chr20	39314488	39317880	0.809126544	5.59%	255/0/0
MAFF	ENSG00000185022	protein_coding	chr22	38597889	38612518	0.117979323	47.75%	125/130/0
MAFG	ENSG00000197063	protein_coding	chr17	79876146	79885590	0.284018656	28.79%	175/80/0
MAFK	ENSG00000198517	protein_coding	chr7	1570350	1582679	0.171100972	40.15%	125/130/0
MAG	ENSG00000105695	protein_coding	chr19	35783028	35804707	0.165018622	40.92%	125/130/0
MAGEA1	ENSG00000198681	protein_coding	chrX	152481522	152486115	0.001650102	92.12%	0/255/0
MAGEA10	ENSG00000124260	protein_coding	chrX	151301782	151307033	0.000454799	98.66%	0/255/0
MAGEA11	ENSG00000185247	protein_coding	chrX	148769894	148798926	0.000964761	95.69%	0/255/0
MAGEA12	ENSG00000292189	protein_coding	chrX	151899293	151903184	0.001491193	92.81%	0/255/0
MAGEA12	ENSG00000213401	protein_coding	chrX	151899293	151903184	0.001491193	92.81%	0/255/0
MAGEA2	ENSG00000268606	protein_coding	chrX	151918387	151922364	0.001656565	92.07%	0/255/0
MAGEA2B	ENSG00000183305	protein_coding	chrX	151883082	151887096	0.000789811	96.73%	0/255/0
MAGEA2B	ENSG00000292187	protein_coding	chrX	151883082	151887096	0.000789811	96.73%	0/255/0
MAGEA3	ENSG00000221867	protein_coding	chrX	151934652	151938240	0.00061519	97.82%	0/255/0
MAGEA3	ENSG00000292186	protein_coding	chrX	151934652	151938240	0.00061519	97.82%	0/255/0
MAGEA4	ENSG00000147381	protein_coding	chrX	151080981	151093642	0.000422797	98.83%	0/255/0
MAGEA6	ENSG00000197172	protein_coding	chrX	151867214	151870825	0.001153061	94.7%	0/255/0
MAGEA6	ENSG00000292195	protein_coding	chrX	151867214	151870825	0.001153061	94.7%	0/255/0
MAGEA8	ENSG00000156009	protein_coding	chrX	149009941	149014609	0.000903726	96%	0/255/0
MAGEA9	ENSG00000123584	protein_coding	chrX	148863592	148869399	0.000776411	96.82%	0/255/0
MAGEA9B	ENSG00000267978	protein_coding	chrX	148663309	148669116	0.000201307	99.76%	0/255/0
MAGEB1	ENSG00000214107	protein_coding	chrX	30261847	30270155	0.000999368	95.43%	0/255/0
MAGEB10	ENSG00000177689	protein_coding	chrX	27826107	27841131	0.001081716	95%	0/255/0
MAGEB16	ENSG00000189023	protein_coding	chrX	35816459	35821852	0.000965806	95.69%	0/255/0
MAGEB17	ENSG00000182798	protein_coding	chrX	16185604	16189587	0.000890217	96.08%	0/255/0
MAGEB18	ENSG00000176774	protein_coding	chrX	26156460	26158852	0.003279369	88.12%	25/230/0
MAGEB2	ENSG00000099399	protein_coding	chrX	30233677	30238206	0.001317224	93.76%	0/255/0
MAGEB3	ENSG00000198798	protein_coding	chrX	30248553	30255607	0.000858122	96.31%	0/255/0
MAGEB4	ENSG00000120289	protein_coding	chrX	30260057	30262293	0.000425339	98.8%	0/255/0
MAGEB5	ENSG00000188408	protein_coding	chrX	26234286	26236387	0.000406318	98.91%	0/255/0
MAGEB6	ENSG00000176746	protein_coding	chrX	26210557	26213763	0.000465681	98.61%	0/255/0
MAGEC1	ENSG00000155495	protein_coding	chrX	140991680	140997174	0.000995741	95.47%	0/255/0
MAGEC2	ENSG00000046774	protein_coding	chrX	141290131	141293076	0.00112702	94.81%	0/255/0
MAGEC3	ENSG00000165509	protein_coding	chrX	140926102	140985618	0.000974674	95.61%	0/255/0
MAGED1	ENSG00000179222	protein_coding	chrX	51546103	51645453	0.091833401	52.85%	100/155/0
MAGED2	ENSG00000102316	protein_coding	chrX	54834032	54842445	0.065752049	58.42%	100/155/0
MAGED4	ENSG00000154545	protein_coding	chrX	51927919	51935364	0.010727969	80.34%	25/230/0
MAGED4B	ENSG00000187243	protein_coding	chrX	51804923	51812368	0.004696122	86.22%	25/230/0
MAGEE1	ENSG00000198934	protein_coding	chrX	75648046	75651744	0.007752064	82.81%	25/230/0
MAGEE2	ENSG00000186675	protein_coding	chrX	75002823	75005079	0.008225051	82.44%	25/230/0
MAGEF1	ENSG00000177383	protein_coding	chr3	184428156	184429836	0.006287467	84.31%	25/230/0
MAGEH1	ENSG00000187601	protein_coding	chrX	55478538	55479998	0.01509664	77.09%	50/205/0
MAGEL2	ENSG00000288188	protein_coding	chr15	23888691	23891175	0.005923487	84.66%	25/230/0
MAGEL2	ENSG00000254585	protein_coding	chr15	23888691	23891175	0.005923487	84.66%	25/230/0
MAGI1	ENSG00000151276	protein_coding	chr3	65339200	66024509	0.767705528	6.67%	255/0/0
MAGI2	ENSG00000187391	protein_coding	chr7	77646393	79082890	0.938878681	2.52%	255/0/0
MAGI3	ENSG00000081026	protein_coding	chr1	113933371	114228545	0.317403714	26.28%	175/80/0
MAGIX	ENSG00000269313	protein_coding	chrX	49019061	49024822	0.00315296	88.39%	25/230/0
MAGIX	ENSG00000292218	protein_coding	chrX	49019061	49024822	0.00315296	88.39%	25/230/0
MAGOH	ENSG00000162385	protein_coding	chr1	53692564	53704282	0.724405387	7.86%	255/0/0
MAGOHB	ENSG00000111196	protein_coding	chr12	10758612	10766222	0.242044689	32.28%	150/105/0
MAGT1	ENSG00000102158	protein_coding	chrX	77081861	77151090	0.220913711	34.31%	150/105/0
MAK	ENSG00000111837	protein_coding	chr6	10762956	10838764	0.065975879	58.37%	100/155/0
MAK16	ENSG00000198042	protein_coding	chr8	33342268	33358778	0.424147448	19.39%	200/55/0
MAL	ENSG00000172005	protein_coding	chr2	95691422	95719737	0.06017104	59.81%	100/155/0
MAL2	ENSG00000147676	protein_coding	chr8	120177273	120257913	0.092693301	52.68%	100/155/0
MALL	ENSG00000144063	protein_coding	chr2	110841447	110874143	0.051878934	62.09%	75/180/0
MALRD1	ENSG00000204740	protein_coding	chr10	19492779	20079330	0.023114919	72.62%	50/205/0
MALSU1	ENSG00000156928	protein_coding	chr7	23338358	23351348	0.033562001	67.92%	75/180/0
MALT1	ENSG00000172175	protein_coding	chr18	56338618	56417371	0.189803548	37.84%	150/105/0
MAMDC2	ENSG00000278608	protein_coding	chr9	72658497	72841886	0.195850013	37.17%	150/105/0
MAMDC2	ENSG00000165072	protein_coding	chr9	72658497	72841886	0.195850013	37.17%	150/105/0
MAMDC4	ENSG00000177943	protein_coding	chr9	139745395	139755249	0.006751773	83.76%	25/230/0
MAML1	ENSG00000161021	protein_coding	chr5	179159851	179223512	0.093965202	52.37%	100/155/0
MAML1	ENSG00000283780	protein_coding	chr5	179159851	179223512	0.093965202	52.37%	100/155/0
MAML2	ENSG00000184384	protein_coding	chr11	95709762	96076344	0.206430738	35.97%	150/105/0
MAML3	ENSG00000196782	protein_coding	chr4	140637907	141075338	0.444017284	18.48%	200/55/0
MAMLD1	ENSG00000013619	protein_coding	chrX	149529689	149682448	0.025037852	71.77%	50/205/0
MAMSTR	ENSG00000176909	protein_coding	chr19	49215999	49222978	0.009667639	81.09%	25/230/0
MAN1A1	ENSG00000111885	protein_coding	chr6	119498374	119670926	0.225535631	33.83%	150/105/0
MAN1A2	ENSG00000198162	protein_coding	chr1	117910071	118071494	0.30937039	26.87%	175/80/0
MAN1B1	ENSG00000177239	protein_coding	chr9	139981379	140003635	0.008207099	82.46%	25/230/0
MAN1C1	ENSG00000117643	protein_coding	chr1	25943959	26112698	0.206581265	35.95%	150/105/0
MAN2A1	ENSG00000112893	protein_coding	chr5	109025067	109205326	0.212087544	35.34%	150/105/0
MAN2A2	ENSG00000196547	protein_coding	chr15	91445448	91465814	0.094772345	52.17%	100/155/0
MAN2B1	ENSG00000104774	protein_coding	chr19	12757325	12777556	0.016002669	76.46%	50/205/0
MAN2B2	ENSG00000013288	protein_coding	chr4	6576902	6625089	0.006822043	83.66%	25/230/0
MAN2C1	ENSG00000140400	protein_coding	chr15	75648133	75660971	0.169529917	40.36%	125/130/0
MANBA	ENSG00000109323	protein_coding	chr4	103552660	103682151	0.023500464	72.43%	50/205/0
MANBAL	ENSG00000291969	protein_coding	chr20	35918041	35945663	0.100779698	51.03%	100/155/0
MANBAL	ENSG00000101363	protein_coding	chr20	35918041	35945663	0.100779698	51.03%	100/155/0
MANEA	ENSG00000172469	protein_coding	chr6	96025419	96057333	0.310030368	26.83%	175/80/0
MANEAL	ENSG00000185090	protein_coding	chr1	38259474	38266809	0.17200964	40.06%	125/130/0
MANF	ENSG00000145050	protein_coding	chr3	51422478	51426828	0.380264346	22.02%	175/80/0
MANSC1	ENSG00000111261	protein_coding	chr12	12482198	12503475	0.001401003	93.32%	0/255/0
MANSC1	ENSG00000281818	protein_coding	chr12	12482198	12503475	0.001401003	93.32%	0/255/0
MANSC4	ENSG00000205693	protein_coding	chr12	27915671	27924209	0.007205573	83.29%	25/230/0
MAOA	ENSG00000189221	protein_coding	chrX	43515467	43606068	0.148857367	43.16%	125/130/0
MAOB	ENSG00000069535	protein_coding	chrX	43625858	43741693	0.483006623	16.59%	200/55/0
MAP10	ENSG00000212916	protein_coding	chr1	232940643	232946092	0.003185057	88.33%	25/230/0
MAP1A	ENSG00000166963	protein_coding	chr15	43803156	43823818	0.082712413	54.64%	100/155/0
MAP1B	ENSG00000131711	protein_coding	chr5	71403061	71505395	0.669819319	9.38%	255/0/0
MAP1LC3A	ENSG00000101460	protein_coding	chr20	33134658	33148149	0.567277901	13.1%	200/55/0
MAP1LC3B	ENSG00000140941	protein_coding	chr16	87417601	87438385	0.341984266	24.69%	175/80/0
MAP1LC3B2	ENSG00000258102	protein_coding	chr12	116997186	117014425	0.004886491	85.94%	25/230/0
MAP1LC3C	ENSG00000197769	protein_coding	chr1	242158792	242162375	0.019995466	74.2%	50/205/0
MAP1S	ENSG00000130479	protein_coding	chr19	17830051	17845325	0.008624862	82.01%	25/230/0
MAP2	ENSG00000078018	protein_coding	chr2	210288782	210598842	0.886986794	3.8%	255/0/0
MAP2K1	ENSG00000169032	protein_coding	chr15	66679155	66784650	0.804119419	5.71%	255/0/0
MAP2K2	ENSG00000126934	protein_coding	chr19	4090319	4124126	0.180786956	38.94%	150/105/0
MAP2K3	ENSG00000034152	protein_coding	chr17	21187984	21218552	0.4379498	18.79%	200/55/0
MAP2K4	ENSG00000065559	protein_coding	chr17	11924141	12047147	0.95006664	2.26%	255/0/0
MAP2K5	ENSG00000137764	protein_coding	chr15	67835047	68099461	0.942502304	2.41%	255/0/0
MAP2K6	ENSG00000108984	protein_coding	chr17	67410839	67539472	0.718815666	7.99%	255/0/0
MAP2K7	ENSG00000076984	protein_coding	chr19	7968728	7979363	0.232818379	33.11%	150/105/0
MAP3K1	ENSG00000095015	protein_coding	chr5	56111401	56191979	0.554683454	13.53%	200/55/0
MAP3K10	ENSG00000130758	protein_coding	chr19	40697651	40721482	0.073551769	56.63%	100/155/0
MAP3K11	ENSG00000173327	protein_coding	chr11	65365226	65382853	0.177911532	39.32%	150/105/0
MAP3K12	ENSG00000139625	protein_coding	chr12	53874274	53893847	0.340515845	24.82%	175/80/0
MAP3K13	ENSG00000073803	protein_coding	chr3	185000729	185206885	0.236546	32.77%	150/105/0
MAP3K15	ENSG00000180815	protein_coding	chrX	19378174	19533379	0.054956774	61.21%	75/180/0
MAP3K19	ENSG00000176601	protein_coding	chr2	135722061	135805038	0.070109416	57.46%	100/155/0
MAP3K2	ENSG00000169967	protein_coding	chr2	128056306	128146041	0.512220802	15.28%	200/55/0
MAP3K3	ENSG00000198909	protein_coding	chr17	61699775	61773663	0.68994529	8.78%	255/0/0
